Course number ,Class name ,crn #,section,time ,professor,
1100,Introduction To Western Art,12519,1,11:00 - 12:15 pm,"Even,Y",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12520,2,ARR,"Mast,A",
,,,,Please see,,
,,,,,,
,,,,See,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1103,Pre-Columbian Art and Architecture of,12521,E01,05:30 - 08:10 pm,"Vermilion,M",
,Meso-and South America,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
1105,Introduction To The Arts Of Africa,12522,1,12:30 - 01:45 pm,"Waller,S",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
1108,Introduction To The Arts Of Asia,14664,1,11:00 - 12:15 pm,"Vedagiri,A",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
1120,Global Art History,15225,1,09:30 - 10:45 am,"TBA,I",
,,,,Please see,,
,,,,,,
2211,Art And Archaeology Of The Ancient,15291,1,12:30 - 01:45 pm,"Quigley,M",
,World,,,Please see,,
,,,,,,
2240,French Art And Architecture 1400-1715,15189,1,09:30 - 10:45 am,"Zarucchi,J",
,,,,Please see,,
,,,,,,
2265,History Of Photography,12524,E01,06:55 - 09:35 pm,"Younger,D",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
2279,American Architecture,15292,1,09:30 - 12:10 pm,"Bohan,R",
,,,,Please see,,
,,,,,,
3374,Philosophy Of Art,12525,1,11:00 - 12:15 pm,"Ross,S",
,,,,,,
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
3387,Professional Internship,12527,1,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12528,2,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12529,3,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
3389,Visual Resources Management,12530,1,ARR,"TBA,I",
,,,,Please see,,
,,,,,,
,,,,See,,
,,,,,,
3390,Special Study,12531,1,00:00 - 00:00 am,"Even,Y",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12532,2,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12533,3,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12534,4,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,12535,5,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12536,6,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12537,7,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12538,8,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
3395,Sophomore/Junior Seminar:Research in,14640,1,03:30 - 06:00 pm,"Waller,S",
,Art History,,,Please see,,
,,,,,,
,,,,See,,
,,,,,,
3396,The Nude In Art,15293,1,02:00 - 03:15 pm,"Even,Y",
,,,,Please see,,
,,,,,,
4425,Topics In Medieval Art,15190,1,03:30 - 04:45 pm,"Quigley,M",
,,,,Please see,,
,,,,,,
4490,Special Study,12539,1,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12540,2,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12541,3,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12542,4,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12543,5,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12544,6,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12545,7,00:00 - 00:00 am,"TBA,I",
,,,,See,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6038,Museum Studies Master's Project,12547,G01,02:00 - 04:40 pm,"Gillette,M",
,,,,,,
,,,,See,,
,,,,,,
Astronomy,,,,,,
1001,Cosmic Evolution Introductory,13653,00A,11:00 - 12:15 pm,"Gibb,E",
,Astronomy,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A1,12:30 - 02:20 pm,"Gibb,E",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1001A,Cosmic Evolution/Introduction,13655,1,11:00 - 12:15 pm,"Gibb,E",
,Astronomy,,,,,
,,,,Please see,,
,,,,,,
1011,Planets And Life In The Universe,13657,1,ARR,"Horne,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1050,Introduction To Astronomy I,13656,1,11:00 - 12:15 pm,"Wilking,B",
,,,,Please see,,
,,,,,,
Atmospheric Science,,,,,,
1001,Elementary Meteorology,13651,1,ARR,"Henson,B",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1001A,Elementary Meteorology,13652,1,ARR,"Henson,B",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
Biology,,,,,,
1012,General Biology,14005,1,09:30 - 10:45 am,"Granger,C",
,,,,Please see,,
,,,,,,
,,,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,INT,M,OnlineExam,,
,,"The online Exam dates, 7-8PM:",,,,
,,18-Sep,,,,
,,16-Oct,,,,
,,6-Nov,,,,
,,5-Dec,,,,
,,11-Dec,,,,
,,Online Supplemental Fee for 100,,,,
,,online course applies.,See Cashiers website for,,,
,,details,,,,
,,For more information:,,,,
,,http://umsl.edu/go/ORS,,,,
,,Arts and Science Advising Fee applies.,,,,
,,Cashiers website for details.,,,,
,,INT,M,OnlineExam,,
,,"The online Exam dates, 7-8PM:",,,,
,,18-Sep,,,,
,,16-Oct,,,,
,,6-Nov,,,,
,,5-Dec,,,,
,,11-Dec,,,,
,,Online Supplemental Fee for 100,,,,
,,online course applies.,See Cashiers website for,,,
,,details,,,,
,,For more information:,,,,
,,http://umsl.edu/go/ORS,,,,
,,Arts and Science Advising Fee applies.,,,,
,,Cashiers website for details.,,,,
,,INT,M,OnlineExam,,
,,"The online Exam dates, 7-8PM:",,,,
,,18-Sep,,,,
,,16-Oct,,,,
,,6-Nov,,,,
,,5-Dec,,,,
,,11-Dec,,,,
,,Online Supplemental Fee for 100,,,,
,,online course applies.,See Cashiers website for,,,
,,details,,,,
,,For more information:,,,,
,,http://umsl.edu/go/ORS,,,,
,,Arts and Science Advising Fee applies.,,,,
,,Cashiers website for details.,,,,
,,INT,M,OnlineExam,,
,,"The online Exam dates, 7-8PM:",,,,
,,18-Sep,,,,
,,16-Oct,,,,
,,6-Nov,,,,
,,5-Dec,,,,
,,11-Dec,,,,
,,Online Supplemental Fee for 100,,,,
,,online course applies.,See Cashiers website for,,,
,,details,,,,
,,For more information:,,,,
,,http://umsl.edu/go/ORS,,,,
,,Arts and Science Advising Fee applies.,,,,
,,Cashiers website for details.,,,,
,,Page 19,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,2,07:00 - 08:00 pm,"Kidd III,A",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,2,ARR,"Kidd III,A",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1013,General Biology Laboratory,14007,1,12:30 - 04:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14008,2,12:30 - 04:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1102,Human Biology,14009,1,12:30 - 01:45 pm,"Wolin,C",
,,,,Please see,,
,,,,,,
1131,Human Physiology And Anatomy I,14010,00A,09:30 - 10:45 am,"Paul,L",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA1,11:00 - 12:50 pm,"Paul,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA2,01:00 - 02:50 pm,"Paul,L",
,,,,,"Maharaj,G",
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA3,03:00 - 04:50 pm,"Paul,L",
,,,,,"Maharaj,G",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
1141,Human Physiology And Anatomy II,14027,00A,11:00 - 12:15 pm,"Paul,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA1,09:00 - 10:50 am,"Paul,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA2,12:30 - 02:20 pm,"Paul,L",
,,,,,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA3,03:00 - 04:50 pm,"Paul,L",
,,,,,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,,AA4,07:00 - 08:50 am,"Paul,L",
,,,,,"Mendoza Becerra,A",
,,,,,,
,,,,Please see,,
,,,,,,
1162,General Microbiology,14033,1,09:30 - 10:45 am,"Wolin,C",
,,,,Please see,,
,,,,,,
1821,Introductory Biology: Organisms And,14045,E1A,06:55 - 10:25 pm,"TBA,I",
,The Environment,,,,"Catano,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA1,06:55 - 07:45 pm,"Catano,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14046,E2A,01:00 - 04:30 pm,"TBA,I",
,,,,,"Catano,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA2,04:30 - 05:20 pm,"Catano,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14047,E3A,01:00 - 04:30 pm,"TBA,I",
,,,,,"Catano,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA3,04:30 - 05:20 pm,"Catano,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,E0A,05:30 - 06:45 pm,"Catano,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
1831,Introductory Biology: From Molecules,,0A1,12:30 - 01:20 pm,"Wolin,C",
,To Organisms,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14059,AA1,12:30 - 04:00 pm,"TBA,I",
,,,,,"Wolin,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A2,02:00 - 02:50 pm,"Wolin,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14060,AA2,01:00 - 04:30 pm,"TBA,I",
,,,,,"Wolin,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A3,11:00 - 11:50 am,"Wolin,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14061,AA3,08:30 - 12:00 pm,"TBA,I",
,,,,,"Wolin,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A4,01:00 - 01:50 pm,"Wolin,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14062,AA4,01:00 - 04:30 pm,"TBA,I",
,,,,,"Wolin,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A5,02:00 - 02:50 pm,"Wolin,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14063,AA5,09:00 - 12:30 pm,"TBA,I",
,,,,,"Wolin,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,,00A,11:00 - 12:15 pm,"Wolin,C",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2010,Introduction to Inquiry Approaches to,14918,1,10:30 - 03:30 pm,"Von Der Heyde,N",
,STEM Education (STEP I),,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2011,Designing Inquiry-Based STEM,14921,1,ARR,"Von Der Heyde,N",
,Experiences (STEP II),,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
2012,Genetics,14073,1,11:00 - 12:15 pm,"Spingola,M",
,,,,Please see,,
,,,,,,
2013,Genetics Laboratory,14074,1,01:00 - 04:00 pm,"Spingola,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14075,2,01:00 - 04:00 pm,"Spingola,M",
,,,,,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,14076,3,01:00 - 04:00 pm,"Spingola,M",
,,,,,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
2102,General Ecology,14077,1,11:00 - 12:15 pm,"Muchhala,N",
,,,,,,
,,,,Please see,,
,,,,,,
2103,General Ecology Laboratory,14078,1,02:00 - 05:30 pm,"Muchhala,N",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14770,2,02:00 - 05:30 pm,"TBA,I",
,,,,Please see,"Muchhala,N",
,,,,,,
,,,,,,
,,,,,,
2402,Vertebrate Anatomy,14079,1,09:30 - 10:45 am,"Catano,L",
,,,,,,
,,,,Please see,,
,,,,,,
2403,Vertebrate Anatomy Laboratory,14355,00A,11:00 - 03:00 pm,"Catano,L",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,14356,00B,03:30 - 07:30 pm,"TBA,I",
,,,,,"Catano,L",
,,,,,,
,,,,Please see,,
,,,,,,
3302,Introduction To Evolution,14080,1,08:00 - 09:15 am,"Parker,P",
,,,,Please see,,
,,,,,,
3622,Cell Biology,14081,1,09:30 - 10:45 am,"Kidd III,A",
,,,,Please see,,
,,,,,,
3699,Undergraduate Internship In,14082,1,ARR,"Thiel,T",
,Biotechnology,,,,,
,,,,Please see,,
,,,,,,
4299,Practicum In Conservation,14084,1,ARR,"Parker,P",
,,,,,,
,,,,Please see,,
,,,,,,
4502,Evolution of Cognition,15243,1,09:30 - 10:45 am,"Dunlap,A",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4550,Bacterial Pathogenesis,14087,E01,04:00 - 05:15 pm,"Chubiz,L",
,,,,,,
,,,,Please see,,
,,,,,,
4608,Synthetic Biology,14088,1,05:30 - 06:45 pm,"Thiel,T",
,,,,,,
,,,,Please see,,
,,,,,,
4614,Biotechnology Laboratory I,14089,00A,12:00 - 12:50 pm,"Steiniger,M",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A1,01:00 - 04:00 pm,"TBA,I",
,,,,,"Steiniger,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A1,01:00 - 02:00 pm,"TBA,I",
,,,,,"Steiniger,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,14092,E0A,04:00 - 04:50 pm,"Kidd III,A",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA1,05:00 - 08:00 pm,"TBA,I",
,,,,,"Kidd III,A",
,,,,,,
,,,,Please see,,
,,,,,,
,,,EA1,05:00 - 06:00 pm,"TBA,I",
,,,,,"Kidd III,A",
,,,,,,
,,,,Please see,,
,,,,,,
4642,Plant Molecular Biology and Genetic,15245,1,04:00 - 05:15 pm,"Zolman,B",
,Engineering,,,,,
,,,,Please see,,
,,,,,,
4712,Biochemistry,13619,E01,06:55 - 08:10 pm,"Wong,C",
,,,,,,
,,,,Please see,,
,,,,,,
4797,Biochemistry and Biotechnology,13620,1,02:30 - 03:30 pm,"Harris,W",
,Seminar,,,,"Olivas,W",
,,,,Please see,,
,,,,,,
4842,Immunobiology,14096,1,04:00 - 05:15 pm,"Spingola,M",
,,,,Please see,,
,,,,,,
4889,Senior Seminar,14097,1,12:30 - 03:00 pm,"Zolman,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,14098,2,12:30 - 01:45 pm,"Parker,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,14099,3,02:00 - 03:15 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4905,Research,13757,1,ARR,"Marquis,R",
,,,,,,
,,,,Please see,,
,,,,,,
,,13761,3,ARR,"Thiel,T",
,,,,,,
,,,,Please see,,
,,,,,,
,,13765,5,ARR,"Muchhala,N",
,,,,,,
,,,,Please see,,
,,,,,,
,,13766,6,ARR,"Parker,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,13771,7,ARR,"Granger,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,13773,8,ARR,"Olivas,W",
,,,,,,
,,,,Please see,,
,,,,,,
,,13782,9,ARR,"Wang,X",
,,,,,,
,,,,Please see,,
,,,,,,
,,13783,10,ARR,"Ricklefs,R",
,,,,,,
,,,,Please see,,
,,,,,,
,,13784,11,ARR,"Zolman,B",
,,,,,,
,,,,Please see,,
,,,,,,
,,13785,12,ARR,"Steiniger,M",
,,,,,,
,,,,Please see,,
,,,,,,
,,13787,13,ARR,"Stevens,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,13792,14,ARR,"Dunlap,A",
,,,,,,
,,,,Please see,,
,,,,,,
,,13795,15,ARR,"Chubiz,L",
,,,,,,
,,,,Please see,,
,,,,,,
4915,Biology Internship,14962,1,ARR,"Kidd III,A",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
4920,Selected Topics in Biology,15247,1,12:30 - 01:45 pm,"Bahar,S",
,,,,,"Dunlap,A",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5059,"Topics In Ecology, Evolution, And",14101,G01,12:30 - 01:50 pm,"Stevens,P",
,Systematics,,,,,
5069,Topics In Cellular And Molecular,14102,G01,12:00 - 01:00 pm,"TBA,I",
,Biology,,,,,
5079,Topics In Floristic Taxonomy,14103,G01,03:00 - 04:00 pm,"Stevens,P",
,,,,,,
5089,Topics In Animal Behavior,14104,G01,11:00 - 12:30 pm,"Dunlap,A",
5099,Biology Colloquium,14105,G01,02:00 - 03:15 pm,"Zolman,B",
5178,Introduction to Graduate Research in,14106,G01,12:30 - 01:45 pm,"TBA,I",
,Biology,,,,,
5192,Community Ecology,15249,G01,11:00 - 12:15 pm,"Marquis,R",
5436,Applied Bioinformatics,15250,G01,05:30 - 06:45 pm,"Olivas,W",
6299,Internship In Conservation Biology,14108,G01,ARR,"Marquis,R",
,,,,,,
6502,Advanced Evolution of Cognition,15244,G01,09:30 - 10:45 am,"Dunlap,A",
,,,,,,
6550,Advanced Bacterial Pathogenesis,14109,G01,04:00 - 05:15 pm,"Chubiz,L",
,,,,,,
6608,Advanced Synthetic Biology,14110,G01,05:30 - 06:45 pm,"Thiel,T",
,,,,,,
6642,Advanced Plant Biology And,15246,G01,04:00 - 05:15 pm,"Zolman,B",
,Biotechnology,,,,,
6699,Graduate Internship In Biotechnology,14112,G01,ARR,"Thiel,T",
,,,,,,
6889,Graduate Seminar,14113,G01,04:00 - 05:15 pm,"Marquis,R",
,,14114,G02,04:00 - 05:15 pm,"Chubiz,L",
6905,Graduate Research In Biology,13838,G01,ARR,"Thiel,T",
,,,,,,
,,13848,G02,ARR,"Marquis,R",
,,,,,,
,,13851,G03,ARR,"Ricklefs,R",
,,,,,,
,,13871,G05,ARR,"Granger,C",
,,,,,,
,,13874,G06,ARR,"Steiniger,M",
,,,,,,
,,13879,G08,ARR,"Dunlap,A",
,,,,,,
,,13881,G09,ARR,"Muchhala,N",
,,,,,,
,,13882,G10,ARR,"Parker,P",
,,,,,,
,,13883,G11,ARR,"Olivas,W",
,,,,,,
,,13884,G12,ARR,"Stevens,P",
,,,,,,
,,13885,G13,ARR,"Wang,X",
,,,,,,
,,13886,G14,ARR,"Zolman,B",
,,,,,,
,,13889,G15,ARR,"Gokel Jr,G",
,,,,,,
,,13890,G16,ARR,"Chubiz,L",
,,,,,,
6920,Advanced Topics In Biology,15248,G01,12:30 - 01:45 pm,"Bahar,S",
,,,,,"Dunlap,A",
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
Business Administration,,,,,,
1000,Introduction to Business,14425,1,08:00 - 09:15 am,"Swanigan,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14426,2,08:00 - 09:15 am,"Swanigan,J",
,,,,,,
,,,,,,
1001,Introduction to Entrepreneurship,15488,1,02:00 - 04:40 pm,"Miller,C",
,,,,,,
,,,,,,
1004,Systems for Innovation,15489,1,05:30 - 08:10 pm,"Dunlap,P",
,,,,,,
,,,,,,
1900,Introduction to Personal Law,13621,1,11:00 - 12:15 pm,"Morrison,M",
,,,,,,
,,,,,,
2900,Legal Environment Of Business,13622,1,09:30 - 10:45 am,"Grimm-Howell,E",
,,,,,,
,,,,,,
,,13623,2,12:30 - 01:45 pm,"Costello,M",
,,,,,,
,,,,,,
,,13624,3,09:30 - 10:45 am,"Costello,M",
,,,,,,
,,,,,,
,,14323,S01,10:00 - 12:45 pm,"Singer,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14731,5,10:00 - 12:45 pm,"Singer,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,5,ARR,"Singer,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13626,E01,06:55 - 09:35 pm,"Wessel,R",
,,,,,,
,,,,,,
3001,Professional Communications and,15481,1,09:30 - 01:00 pm,"TBA,I",
,Interpersonal Relations,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,15482,2,05:30 - 09:30 pm,"Kenney,L",
,,,,,,
,,,,,,
4001,Accelerate Capstone,15490,1,05:30 - 08:10 pm,"Miller,C",
,,,,,,
,,,,,,
,,,,,,
5000,Economics For Managers,14545,G01,ARR,"Speicher,B",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5001,Managerial Economic Analysis,14163,G01,02:00 - 03:15 pm,"Kosnik,L",
,,,,,,
,,,,,,
,,,,,,
5002,Analysis Of National Economic,14164,G01,02:00 - 03:15 pm,"Dibooglu,S",
,Environment,,,,,
,,,,,,
,,,,,,
5100,Managerial Communication,14427,G02,06:55 - 09:35 pm,"Elliott,Y",
,,,,,,
,,,,,,
,,14428,G03,09:00 - 05:00 pm,"O'Toole,P",
,,,,,,
,,,,,,
,,15230,G05,01:00 - 05:00 pm,"Ganahl,D",
,,,,,,
,,,,,,
,,,G05,01:00 - 05:00 pm,"Ganahl,D",
,,,,,,
,,,,,,
,,,G05,01:00 - 05:00 pm,"Ganahl,D",
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
5198,Seminar In Business Administration,14938,X01,ARR,"Rottman,J",
,,,,,,
,,,"UMSL, the School of Applied Sciences",,,
,,,,,,
,,,,,,
,,,,Students,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5900,"Law, Ethics And Business",13627,G01,ARR,"Costello,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11143,XC1,06:00 - 08:40 pm,"Perryman,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6990,Strategy Formulation And,13407,G01,ARR,"Arya,B",
,Implementation,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13496,G02,06:55 - 09:35 pm,"Karig,M",
,,,,,,
,,,,,,
,,,,,,
6991,Graduate Business Assessment Testing,14645,G01,00:00 - 00:00 am,"Ferrari,F",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,ARR,"Ferrari,F",
,,,,,"Murray,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14823,G02,00:00 - 00:00 am,"Ferrari,F",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G02,ARR,"Ferrari,F",
,,,,,"Murray,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7001,Doctoral Research,12298,G01,ARR,"Sweeney,D",
,,,,,,
,,,,,,
,,,,,,
7002,Dissertation Research,12299,G01,ARR,"Sweeney,D",
,,,,,,
,,,,,,
,,,,,,
7301,Statistical Modeling,13375,G01,ARR,"Smith,L",
,,,,,,
,,,,,,
,,,,,,
Chemistry,,,,,,
1021,Beer Brewing: Chemical and,13418,00A,11:00 - 11:50 am,"Hamper,B",
,Biochemical Principles,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,0A1,12:30 - 03:30 pm,"Hamper,B",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,0A2,12:30 - 03:30 pm,"Hamper,B",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
1052,Chemistry For The Health Professions,13420,1,08:00 - 09:15 am,"Hamper,B",
,,,,Please see,,
,,,,,,
,,13421,2,ARR,"Hamper,B",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
1062,Organic & Biochem For The Health,13422,1,08:00 - 09:15 am,"Hamper,B",
,Professions,,,,,
,,,,Please see,,
,,,,,,
1091,Introductory Chemistry IB,,0A1,11:00 - 12:15 pm,"D'Souza,V",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
